filename,tag,step,value
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/current_loss,6213,2.6848466396331787
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/current_loss,6313,2.566004753112793
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/current_loss,6448,2.6104319095611572
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/current_loss,6548,2.523076057434082
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/current_loss,6648,2.638922929763794
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,100,2.682119369506836
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,100,2.682119369506836
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,200,2.678086519241333
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,200,2.678086519241333
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,300,2.6734824180603027
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,300,2.6734824180603027
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,434,2.6609721183776855
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,434,2.6609721183776855
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,534,2.655238151550293
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,534,2.655238151550293
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,634,2.6415066719055176
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,634,2.6415066719055176
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,769,2.636601448059082
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,769,2.636601448059082
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,869,2.6415653228759766
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,869,2.6415653228759766
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,969,2.635866641998291
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,969,2.635866641998291
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1103,2.6427783966064453
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1103,2.6427783966064453
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1203,2.641432285308838
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1203,2.641432285308838
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1303,2.6410446166992188
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1303,2.6410446166992188
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1437,2.6301517486572266
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1437,2.6301517486572266
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1537,2.640462636947632
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1537,2.640462636947632
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1637,2.6392464637756348
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1637,2.6392464637756348
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1771,2.6281042098999023
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1771,2.6281042098999023
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1871,2.633709669113159
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1871,2.633709669113159
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1971,2.6382224559783936
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,1971,2.6382224559783936
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2105,2.655874490737915
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2105,2.655874490737915
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2205,2.6433379650115967
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2205,2.6433379650115967
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2305,2.64188289642334
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2305,2.64188289642334
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2439,2.627499580383301
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2439,2.627499580383301
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2539,2.6303610801696777
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2539,2.6303610801696777
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2639,2.634869337081909
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2639,2.634869337081909
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2773,2.6388943195343018
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2773,2.6388943195343018
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2873,2.639700412750244
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2873,2.639700412750244
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2973,2.634894609451294
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,2973,2.634894609451294
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3107,2.6309244632720947
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3107,2.6309244632720947
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3207,2.631131410598755
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3207,2.631131410598755
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3307,2.637566566467285
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3307,2.637566566467285
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3441,2.643548011779785
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3441,2.643548011779785
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3541,2.6403703689575195
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3541,2.6403703689575195
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3641,2.63269305229187
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3641,2.63269305229187
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3775,2.6385796070098877
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3775,2.6385796070098877
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3875,2.634065866470337
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3875,2.634065866470337
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3975,2.631099224090576
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,3975,2.631099224090576
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4109,2.6421475410461426
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4109,2.6421475410461426
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4209,2.6360466480255127
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4209,2.6360466480255127
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4309,2.632974863052368
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4309,2.632974863052368
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4443,2.6345016956329346
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4443,2.6345016956329346
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4543,2.635225772857666
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4543,2.635225772857666
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4643,2.634326219558716
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4643,2.634326219558716
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4777,2.639441967010498
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4777,2.639441967010498
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4877,2.632376194000244
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4877,2.632376194000244
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4977,2.6283860206604004
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,4977,2.6283860206604004
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5111,2.635509967803955
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5111,2.635509967803955
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5211,2.637312889099121
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5211,2.637312889099121
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5311,2.6302263736724854
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5311,2.6302263736724854
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5445,2.6214053630828857
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5445,2.6214053630828857
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5545,2.6265859603881836
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5545,2.6265859603881836
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5645,2.6279947757720947
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5645,2.6279947757720947
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5779,2.6369590759277344
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5779,2.6369590759277344
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5879,2.6362621784210205
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5879,2.6362621784210205
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5979,2.627488374710083
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,5979,2.627488374710083
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6113,2.6250905990600586
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6113,2.6250905990600586
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6213,2.6308929920196533
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6213,2.6308929920196533
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6313,2.631459951400757
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6313,2.631459951400757
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6448,2.636733055114746
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6448,2.636733055114746
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6548,2.6301255226135254
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6548,2.6301255226135254
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6648,2.630084991455078
./tensorboard/events.out.tfevents.1745944791.145ce17825db.2897.0,train/tot_loss,6648,2.630084991455078
